namespace,key,zh-TW,zh-CN,en,ja,ko,th,vi,id,ms,tl,es,pt,fr,de,it,ru,ar,hi,bn,tr,pl,uk,nl,sv,no,da,fi,cs,el,he,fa,ur,sw,ro
appeal,notBanned,"✅ 你的帳號狀態正常

目前沒有任何限制，可以正常使用所有功能。","✅ 你的帐号状态正常

目前没有任何限制，可以正常使用所有功能。","✅ Your account status is normal.

Currently, there are no restrictions, and all features can be used normally.",,,,,,,,,,,,,,"✅ حالة حسابك طبيعية

حالياً، لا توجد قيود، ويمكنك استخدام جميع الميزات بشكل طبيعي.",,,,,,,,,,,,,,,,,
appeal,prompt,"📝 申訴說明

請簡單說明你認為這是誤判的原因。我們的團隊會盡快審核你的申訴。

💡 提示：
• 請誠實說明情況
• 提供相關證據或說明
• 保持禮貌和尊重

請直接輸入你的申訴理由：","📝 申诉说明

请简单说明你认为这是误判的原因。我们的团队会尽快审核你的申诉。

💡 提示：
• 请诚实说明情况
• 提供相关证据或说明
• 保持礼貌和尊重

请直接输入你的申诉理由：","📝 Appeal Instructions

Please briefly explain why you believe this is a false judgment. Our team will review your appeal as soon as possible.

💡 Tips:
• Please honestly describe the situation
• Provide relevant evidence or explanations
• Remain polite and respectful

Please directly enter your appeal reason:",,,,,,,,,,,,,,"📝 تعليمات الاستئناف

يرجى شرح سبب اعتقادك أن هذا الحكم خاطئ. ستراجع فريقنا استئنافك في أسرع وقت ممكن.

💡 نصائح:
• يرجى شرح الوضع بصدق
• قدم أدلة أو تفسيرات ذات صلة
• ابقَ مهذبًا ومحترمًا

يرجى إدخال سبب الاستئناف مباشرة:",,,,,,,,,,,,,,,,,
appeal,reasonTooLong,"❌ 申訴理由太長

請將說明控制在 500 字以內。","❌ 申诉理由太长

请将说明控制在 500 字以内。","❌ Appeal reason too long.

Please keep the explanation under 500 words.",,,,,,,,,,,,,,"❌ سبب الاستئناف طويل جدًا

يرجى الحفاظ على تفسيرك ضمن 500 كلمة.",,,,,,,,,,,,,,,,,
appeal,reasonTooShort,"❌ 申訴理由太短

請提供至少 10 個字的說明，幫助我們更好地了解情況。","❌ 申诉理由太短

请提供至少 10 个字的说明，帮助我们更好地了解情况。","❌ Appeal reason too short.

Please provide at least 10 characters to help us better understand the situation.",,,,,,,,,,,,,,"❌ سبب الاستئناف قصير جدًا

يرجى تقديم ما لا يقل عن 10 أحرف من التفسير لمساعدتنا في فهم الوضع بشكل أفضل.",,,,,,,,,,,,,,,,,
appeal,rejected,"❌ 申訴未通過

經過仔細審核，我們確認原判定正確。

審核備註：{notes}

請遵守社群規範，避免類似情況再次發生。","❌ 申诉未通过

经过仔细审核，我们确认原判定正确。

审核备注：{notes}

请遵守社群规范，避免类似情况再次发生。","❌ Appeal not approved.

After careful review, we confirm that the original judgment is correct.

Review notes: {notes}

Please adhere to community guidelines to avoid similar situations in the future.",,,,,,,,,,,,,,"❌ تم رفض الاستئناف

بعد مراجعة دقيقة، نؤكد أن التحديد الأصلي صحيح.

ملاحظات المراجعة: {notes}

يرجى الالتزام بإرشادات المجتمع لتجنب حالات مماثلة في المستقبل.",,,,,,,,,,,,,,,,,
appeal,status,"📋 申訴狀態

申訴編號：#{appealId}
狀態：{status}
提交時間：{createdAt}
{reviewInfo}

💡 我們會盡快處理你的申訴","📋 申诉状态

申诉编号：#{appealId}
状态：{status}
提交时间：{createdAt}
{reviewInfo}

💡 我们会尽快处理你的申诉","📋 Appeal Status

Appeal ID: #{appealId}
Status: {status}
Submission Time: {createdAt}
{reviewInfo}

💡 We will process your appeal as soon as possible.",,,,,,,,,,,,,,"📋 حالة الاستئناف

معرف الاستئناف: #{appealId}
الحالة: {status}
وقت التقديم: {createdAt}
{reviewInfo}

💡 سنقوم بمعالجة استئنافك في أقرب وقت ممكن.",,,,,,,,,,,,,,,,,
appeal,submitted,"✅ 申訴已提交

感謝你的申訴。我們的團隊會在 24-48 小時內審核你的情況。

申訴編號：#{appealId}
提交時間：{time}

💡 你可以使用 /appeal_status 查詢申訴進度","✅ 申诉已提交

感谢你的申诉。我们的团队会在 24-48 小时内审核你的情况。

申诉编号：#{appealId}
提交时间：{time}

💡 你可以使用 /appeal_status 查询申诉进度","✅ Appeal submitted.

Thank you for your appeal. Our team will review your situation within 24-48 hours.

Appeal ID: #{appealId}
Submission Time: {time}

💡 You can use /appeal_status to check the progress of your appeal.",,,,,,,,,,,,,,"✅ تم تقديم الاستئناف

شكرًا لطلب الاستئناف الخاص بك. سيقوم فريقنا بمراجعة وضعك في غضون 24-48 ساعة.

معرف الاستئناف: #{appealId}
وقت التقديم: {time}

💡 يمكنك استخدام /appeal_status للتحقق من تقدم الاستئناف.",,,,,,,,,,,,,,,,,
ban,bannedPermanent,"⚠️ 帳號已停用

你的帳號因違反社群規範已被停用。

📖 請查看社群規範：/rules
💡 如有疑問，歡迎使用 /appeal 申訴","⚠️ 帐号已停用

你的帐号因违反社群规范已被停用。

📖 请查看社群规范：/rules
💡 如有疑问，欢迎使用 /appeal 申诉","⚠️ Account Disabled.

Your account has been disabled due to violation of community guidelines.

📖 Please review the community guidelines: /rules
💡 If you have any questions, feel free to use /appeal to appeal.",,,,,,,,,,,,,,"⚠️ الحساب معطل

تم تعطيل حسابك بسبب انتهاك إرشادات المجتمع.

📖 يرجى الاطلاع على إرشادات المجتمع: /rules
💡 إذا كان لديك أي أسئلة، لا تتردد في استخدام /appeal للاستئناف.",,,,,,,,,,,,,,,,,
ban,bannedTemporary,"⚠️ 帳號暫時無法使用

你的帳號目前處於暫停狀態，這可能是因為系統偵測到異常行為。

⏰ 預計恢復時間：{unbanTime}
🕐 剩餘時間：約 {timeLeft}

📖 請查看社群規範：/rules
💡 如有疑問，歡迎使用 /appeal 申訴","⚠️ 帐号暂时无法使用

你的帐号目前处于暂停状态，这可能是因为系统侦测到异常行为。

⏰ 预计恢复时间：{unbanTime}
🕐 剩余时间：约 {timeLeft}

📖 请查看社群规范：/rules
💡 如有疑问，欢迎使用 /appeal 申诉","⚠️ Account Temporarily Unavailable.

Your account is currently in a suspended state, which may be due to the system detecting unusual behavior.

⏰ Estimated Restoration Time: {unbanTime}
🕐 Remaining Time: Approximately {timeLeft}

📖 Please review the community guidelines: /rules
💡 If you have any questions, feel free to use /appeal to appeal.",,,,,,,,,,,,,,"⚠️ الحساب غير متاح مؤقتًا

حسابك حاليًا في حالة تعليق، وقد يكون ذلك بسبب اكتشاف النظام لسلوك غير طبيعي.

⏰ الوقت المقدّر للاسترداد: {unbanTime}
🕐 الوقت المتبقي: حوالي {timeLeft}

📖 يرجى الاطلاع على إرشادات المجتمع: /rules
💡 إذا كان لديك أي أسئلة، لا تتردد في استخدام /appeal للاستئناف.",,,,,,,,,,,,,,,,,
ban,permanentBan,"⚠️ 帳號安全提醒

我們的系統偵測到你的帳號存在嚴重違規行為，經過 AI 安全審核後，你的帳號已被停用。

📖 請查看社群規範了解詳情：/rules

💡 如果你認為這是誤判，歡迎使用 /appeal 提出申訴，我們會由人工審核你的情況。","⚠️ 帐号安全提醒

我们的系统侦测到你的帐号存在严重违规行为，经过 AI 安全审核后，你的帐号已被停用。

📖 请查看社群规范了解详情：/rules

💡 如果你认为这是误判，欢迎使用 /appeal 提出申诉，我们会由人工审核你的情况。","⚠️ Account Security Alert.

Our system has detected serious violations of behavior on your account, and after an AI security review, your account has been disabled.

📖 Please review the community guidelines for details: /rules

💡 If you believe this is a false judgment, please use /appeal to submit an appeal, and we will manually review your case.",,,,,,,,,,,,,,"⚠️ تنبيه أمان الحساب

لقد اكتشف نظامنا انتهاكات خطيرة مرتبطة بحسابك. بعد مراجعة أمان بواسطة الذكاء الاصطناعي، تم تعطيل حسابك.

📖 يرجى الاطلاع على إرشادات المجتمع للحصول على التفاصيل: /rules

💡 إذا كنت تعتقد أن هذا حكم خاطئ، فلا تتردد في استخدام /appeal لتقديم استئناف، وسنجري مراجعة يدوية لوضعك.",,,,,,,,,,,,,,,,,
ban,temporaryBan,"⚠️ 帳號安全提醒

我們的系統偵測到你的帳號存在異常行為，為了保護社群安全，你的帳號暫時無法使用。

⏰ 預計恢復時間：{unbanTime}
🕐 暫停時長：約 {duration}

📖 在此期間，請查看我們的社群規範：/rules

💡 如果你認為這是誤判，歡迎使用 /appeal 提出申訴，我們會盡快審核。","⚠️ 帐号安全提醒

我们的系统侦测到你的帐号存在异常行为，为了保护社群安全，你的帐号暂时无法使用。

⏰ 预计恢复时间：{unbanTime}
🕐 暂停时长：约 {duration}

📖 在此期间，请查看我们的社群规范：/rules

💡 如果你认为这是误判，欢迎使用 /appeal 提出申诉，我们会尽快审核。","⚠️ Account Security Alert.

Our system has detected unusual behavior on your account; to protect community safety, your account is temporarily unavailable.

⏰ Estimated Restoration Time: {unbanTime}
🕐 Suspension Duration: Approximately {duration}

📖 During this time, please review our community guidelines: /rules

💡 If you believe this is a false judgment, please use /appeal to submit an appeal, and we will review it as soon as possible.",,,,,,,,,,,,,,"⚠️ تنبيه أمان الحساب

اكتشف نظامنا سلوكًا غير طبيعي مرتبطًا بحسابك. لحماية سلامة المجتمع، حسابك غير متاح مؤقتًا.

⏰ الوقت المقدّر للاسترداد: {unbanTime}
🕐 مدة التعليق: حوالي {duration}

📖 خلال هذه الفترة، يرجى مراجعة إرشادات المجتمع: /rules

💡 إذا كنت تعتقد أن هذا حكم خاطئ، فلا تتردد في استخدام /appeal لتقديم استئناف، وسنقوم بمراجعته بسرعة.",,,,,,,,,,,,,,,,,
ban,unbanNotification,"✅ **封禁已解除**

管理員已解除你的帳號限制。

你現在可以正常使用所有功能了。

💡 請遵守社群規範，避免再次被封禁。","✅ **封禁已解除**

管理员已解除你的帐号限制。

你现在可以正常使用所有功能了。

💡 请遵守社群规范，避免再次被封禁。","✅ **Ban Lifted**.

The administrator has lifted the restrictions on your account.

You can now use all features normally.

💡 Please adhere to community guidelines to avoid being banned again.",,,,,,,,,,,,,,"✅ **تم رفع الحظر**

لقد قام المدير برفع القيود عن حسابك.

يمكنك الآن استخدام جميع الميزات بشكل طبيعي.

💡 يرجى الالتزام بإرشادات المجتمع لتجنب الحظر مرة أخرى.",,,,,,,,,,,,,,,,,
bottle,catch.accept,✅ 接受,✅ 接受,✅ Accepted,,,,,,,,,,,,,,✅ مقبول,,,,,,,,,,,,,,,,,
bottle,catch.anonymous,匿名,匿名,Anonymous,,,,,,,,,,,,,,مجهول,,,,,,,,,,,,,,,,,
bottle,catch.anonymousUser,匿名用戶,匿名用户,Anonymous User,,,,,,,,,,,,,,مستخدم مجهول,,,,,,,,,,,,,,,,,
bottle,catch.banned,"❌ 你的帳號已被封禁，無法撿漂流瓶。

如有疑問，請使用 /appeal 申訴。","❌ 你的帐号已被封禁，无法捡漂流瓶。

如有疑问，请使用 /appeal 申诉。","❌ Your account has been banned and cannot pick up Drift Bottles.

If you have any questions, please use /appeal to appeal.",,,,,,,,,,,,,,"❌ تم حظر حسابك ولا يمكنه التقاط زجاجات الرسائل.

إذا كانت لديك أسئلة، يرجى استخدام /appeal للاستئناف.",,,,,,,,,,,,,,,,,
bottle,catch.bottleContent,"💬 內容：
{content}","💬 内容：
{content}","💬 Content:
{content}",,,,,,,,,,,,,,"💬 المحتوى:
{content}",,,,,,,,,,,,,,,,,
bottle,catch.bottleLanguage,🗣️ 語言：{language},🗣️ 语言：{language},🗣️ Language: {language},,,,,,,,,,,,,,🗣️ اللغة: {language},,,,,,,,,,,,,,,,,
bottle,catch.bottleMbti,🧠 MBTI：{mbti},🧠 MBTI：{mbti},🧠 MBTI: {mbti},,,,,,,,,,,,,,🧠 MBTI: {mbti},,,,,,,,,,,,,,,,,
bottle,catch.bottleNickname,📝 暱稱：{nickname},📝 昵称：{nickname},📝 Nickname: {nickname},,,,,,,,,,,,,,📝 اللقب: {nickname},,,,,,,,,,,,,,,,,
bottle,catch.bottleTaken,❌ 這個瓶子已經被其他人撿走了，請試試其他瓶子！,❌ 这个瓶子已经被其他人捡走了，请试试其他瓶子！,"❌ This bottle has already been picked up by someone else, please try another bottle!",,,,,,,,,,,,,,❌ لقد تم التقاط هذه الزجاجة بالفعل بواسطة شخص آخر، يرجى تجربة زجاجات أخرى!,,,,,,,,,,,,,,,,,
bottle,catch.bottleTitle,🧴 你撿到了一個漂流瓶！,🧴 你捡到了一个漂流瓶！,🧴 You found a Drift Bottle!,,,,,,,,,,,,,,🧴 لقد وجدت زجاجة الرسائل!,,,,,,,,,,,,,,,,,
bottle,catch.bottleZodiac,⭐ 星座：{zodiac},⭐ 星座：{zodiac},⭐ Zodiac: {zodiac},,,,,,,,,,,,,,⭐ برجك: {zodiac},,,,,,,,,,,,,,,,,
bottle,catch.buttonNextBottle,🎣 下一個瓶子,🎣 下一个瓶子,🎣 Next Bottle,,,,,,,,,,,,,,🎣 الزجاجة التالية,,,,,,,,,,,,,,,,,
bottle,catch.buttonReply,💬 回覆訊息,💬 回覆讯息,💬 Reply Message,,,,,,,,,,,,,,💬 رد على الرسالة,,,,,,,,,,,,,,,,,
bottle,catch.buttonViewChats,📊 查看所有對話,📊 查看所有对话,📊 View All Conversations,,,,,,,,,,,,,,📊 عرض كافة المحادثات,,,,,,,,,,,,,,,,,
bottle,catch.conversationFailed,❌ 建立對話失敗，請稍後再試。,❌ 建立对话失败，请稍后再试。,"❌ Failed to create conversation, please try again later.",,,,,,,,,,,,,,❌ فشل في إنشاء المحادثة، يرجى المحاولة مرة أخرى لاحقًا.,,,,,,,,,,,,,,,,,
bottle,catch.found,🎉 你撿到了一個漂流瓶！,🎉 你捡到了一个漂流瓶！,🎉 You found a Drift Bottle!,,,,,,,,,,,,,,🎉 لقد وجدت زجاجة الرسائل!,,,,,,,,,,,,,,,,,
bottle,catch.matchScore,💫 配對度：{score}分,💫 配对度：{score}分,💫 Compatibility: {score} points,,,,,,,,,,,,,,💫 درجة المطابقة: {score} نقطة,,,,,,,,,,,,,,,,,
bottle,catch.matchScoreIntelligent,💫 配對度：{score}分 (智能配對),💫 配对度：{score}分 (智能配对),💫 Compatibility: {score} points (Smart Match),,,,,,,,,,,,,,💫 درجة المطابقة: {score} نقطة (مطابقة ذكية),,,,,,,,,,,,,,,,,
bottle,catch.noBottles,😔 目前沒有適合你的漂流瓶,😔 目前没有适合你的漂流瓶,"😔 Currently, there are no suitable Drift Bottles for you",,,,,,,,,,,,,,😔 حاليًا، لا توجد زجاجات رسائل مناسبة لك,,,,,,,,,,,,,,,,,
bottle,catch.noBottlesHint1,💡 提示：,💡 提示：,💡 Hint:,,,,,,,,,,,,,,💡 نصائح:,,,,,,,,,,,,,,,,,
bottle,catch.noBottlesHint2,• 稍後再試,• 稍后再试,• Try again later,,,,,,,,,,,,,,• حاول مرة أخرى لاحقًا,,,,,,,,,,,,,,,,,
bottle,catch.noBottlesHint3,• 或者自己丟一個瓶子：/throw,• 或者自己丢一个瓶子：/throw,• Or throw a bottle yourself: /throw,,,,,,,,,,,,,,• أو أرمي زجاجتك الخاصة: /throw,,,,,,,,,,,,,,,,,
bottle,catch.notFound,"😔 目前沒有適合你的漂流瓶。

稍後再試試吧！","😔 目前没有适合你的漂流瓶。

稍后再试试吧！","😔 Currently, there are no suitable Drift Bottles for you.

Please try again later!",,,,,,,,,,,,,,"😔 حاليًا، لا توجد زجاجات رسائل مناسبة لك.

حاول مرة أخرى لاحقًا!",,,,,,,,,,,,,,,,,
bottle,catch.notRegistered,"❌ 請先完成註冊流程才能撿漂流瓶。

使用 /start 繼續註冊。","❌ 请先完成注册流程才能捡漂流瓶。

使用 /start 继续注册。","❌ Please complete the registration process before picking up a Drift Bottle.

Use /start to continue registration.",,,,,,,,,,,,,,"❌ يرجى إكمال عملية التسجيل قبل التقاط زجاجات الرسائل.

استخدم /start لمتابعة التسجيل.",,,,,,,,,,,,,,,,,
bottle,catch.notSet,未設定,未设定,Not Set,,,,,,,,,,,,,,غير محدد,,,,,,,,,,,,,,,,,
